cluster_id,application_id,app_number,start_time,end_time
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:42,2015-09-01 18:15:01
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:45:23,2016-04-07 11:28:11
1448006111297,application_1448006111297_0138,0138,2016-04-07 11:40:01,2016-04-07 12:22:08
1460011102909,application_1460011102909_0176,0176,2016-07-26 11:54:22,2016-07-26 12:19:25
1472621869829,application_1472621869829_0081,0081,2016-09-09 07:43:50,2016-09-09 07:43:52
1472621869829,application_1472621869829_0082,0082,2016-09-09 07:45:52,2016-09-09 07:45:54
1472621869829,application_1472621869829_0083,0083,2016-09-09 07:46:53,2016-09-09 07:46:54
1472621869829,application_1472621869829_0084,0084,2016-09-09 07:48:28,2016-09-09 07:48:30
1472621869829,application_1472621869829_0085,0085,2016-09-09 07:51:21,2016-09-09 07:51:24
1472621869829,application_1472621869829_0086,0086,2016-09-09 07:52:45,2016-09-09 07:52:48
1472621869829,application_1472621869829_0087,0087,2016-09-09 08:04:48,2016-09-09 08:05:19
1472621869829,application_1472621869829_0088,0088,2016-09-09 10:06:53,2016-09-09 10:07:06
1474351042505,application_1474351042505_2578,2578,2016-11-18 22:30:10,2016-11-18 22:30:10
1485248649253,application_1485248649253_0001,0001,2017-01-24 17:00:29,2017-01-24 17:13:14
1485248649253,application_1485248649253_0002,0002,2017-02-01 11:58:10,2017-02-02 03:25:44
1485248649253,application_1485248649253_0003,0003,2017-02-09 19:44:22,2017-02-09 19:56:53
1485248649253,application_1485248649253_0004,0004,2017-02-09 19:56:37,2017-02-09 20:03:38
1485248649253,application_1485248649253_0005,0005,2017-02-09 20:17:49,2017-02-09 20:25:36
1485248649253,application_1485248649253_0006,0006,2017-02-09 20:36:13,2017-02-09 20:44:00
1485248649253,application_1485248649253_0007,0007,2017-03-14 20:56:32,2017-03-14 21:10:46
1485248649253,application_1485248649253_0008,0008,2017-03-14 20:59:53,2017-03-14 21:13:19
1485248649253,application_1485248649253_0009,0009,2017-03-14 21:02:28,2017-03-14 21:14:09
1485248649253,application_1485248649253_0010,0010,2017-03-14 21:11:16,2017-03-14 21:21:06
1485248649253,application_1485248649253_0011,0011,2017-03-14 21:13:10,2017-03-14 21:22:08
1485248649253,application_1485248649253_0012,0012,2017-03-14 21:21:46,2017-03-14 21:30:44
1485248649253,application_1485248649253_0017,0017,2017-03-14 21:22:45,2017-03-14 21:37:48
1485248649253,application_1485248649253_0014,0014,2017-03-14 21:24:00,2017-03-14 21:31:23
1485248649253,application_1485248649253_0015,0015,2017-03-14 21:24:04,2017-03-14 21:33:03
1485248649253,application_1485248649253_0018,0018,2017-03-14 21:26:34,2017-03-14 21:40:13
1485248649253,application_1485248649253_0016,0016,2017-03-14 21:26:51,2017-03-14 21:31:31
1485248649253,application_1485248649253_0019,0019,2017-03-14 21:30:51,2017-03-14 21:45:54
1485248649253,application_1485248649253_0020,0020,2017-03-14 21:39:59,2017-03-14 21:45:15
1485248649253,application_1485248649253_0022,0022,2017-03-14 21:52:54,2017-03-14 22:07:57
1485248649253,application_1485248649253_0021,0021,2017-03-14 21:58:45,2017-03-14 21:58:45
1485248649253,application_1485248649253_0023,0023,2017-03-14 22:03:11,2017-03-14 22:36:35
1485248649253,application_1485248649253_0024,0024,2017-03-14 22:16:44,2017-03-14 22:39:48
1485248649253,application_1485248649253_0026,0026,2017-03-16 16:38:26,2017-03-16 16:57:20
1485248649253,application_1485248649253_0027,0027,2017-03-16 17:04:54,2017-03-16 17:26:44
1485248649253,application_1485248649253_0029,0029,2017-03-16 17:11:15,2017-03-16 17:40:38
1485248649253,application_1485248649253_0030,0030,2017-03-16 17:46:37,2017-03-16 20:33:32
1485248649253,application_1485248649253_0031,0031,2017-03-21 00:18:01,2017-03-21 00:18:01
1485248649253,application_1485248649253_0033,0033,2017-03-21 00:18:41,2017-03-21 00:32:24
1485248649253,application_1485248649253_0032,0032,2017-03-21 00:18:55,2017-03-21 00:24:29
1485248649253,application_1485248649253_0034,0034,2017-03-21 09:28:17,2017-03-21 09:48:24
1485248649253,application_1485248649253_0035,0035,2017-03-21 09:41:25,2017-03-21 10:30:24
1485248649253,application_1485248649253_0036,0036,2017-03-21 11:34:10,2017-03-21 12:22:14
1485248649253,application_1485248649253_0037,0037,2017-03-23 13:59:34,2017-03-23 14:36:47
1485248649253,application_1485248649253_0038,0038,2017-03-23 14:31:24,2017-03-23 15:14:46
1485248649253,application_1485248649253_0039,0039,2017-03-23 14:35:15,2017-03-23 15:23:34
1485248649253,application_1485248649253_0040,0040,2017-03-23 15:49:39,2017-03-23 15:49:39
1485248649253,application_1485248649253_0041,0041,2017-03-23 15:52:21,2017-03-23 16:27:15
1485248649253,application_1485248649253_0042,0042,2017-03-27 14:28:03,2017-03-27 15:18:26
1485248649253,application_1485248649253_0043,0043,2017-03-27 19:34:26,2017-03-27 20:08:45
1485248649253,application_1485248649253_0044,0044,2017-03-28 11:11:58,2017-03-28 11:39:47
1485248649253,application_1485248649253_0045,0045,2017-03-28 11:31:01,2017-03-28 11:47:43
1485248649253,application_1485248649253_0046,0046,2017-03-28 11:43:34,2017-03-28 11:59:11
1485248649253,application_1485248649253_0047,0047,2017-03-28 15:08:01,2017-03-28 15:43:55
1485248649253,application_1485248649253_0048,0048,2017-03-28 15:38:33,2017-03-28 16:08:38
1485248649253,application_1485248649253_0049,0049,2017-03-28 17:01:09,2017-03-28 17:36:02
1485248649253,application_1485248649253_0050,0050,2017-03-28 18:00:12,2017-03-28 18:43:08
1485248649253,application_1485248649253_0052,0052,2017-03-29 09:55:35,2017-03-29 10:11:04
